client,brand,use_case_name,extract_date,start_date,end_date,analysis_level,granularity,channel,place_channel,path,description,avg_time,mean_time,avg_time_non_ntb,mean_time_non_ntb,avg_time_ntb,mean_time_ntb,impressions_all_users,impressions_cost_all_users,clicks_all_users,reach,impressions_brand_store,impressions,impressions_cost,clicks,user_video_clicks_views,video_clicks_views,user_video_midpoint_views,video_midpoint_views,user_video_third_quartile_views,video_third_quartile_views,user_video_first_quartile_views,video_first_quartile_views,user_video_complete_views,video_complete_views,video_pause_views,video_replay_views,video_resume_views,video_unmute_views,video_mute_views,video_skip_backward_views,video_skip_forward_views,user_detail_page_view,detail_page_view,user_detail_page_view_clicks,detail_page_view_clicks,user_detail_page_view_views,detail_page_view_views,user_add_to_cart,add_to_cart,user_add_to_cart_clicks,add_to_cart_clicks,user_add_to_cart_views,add_to_cart_views,user_total_detail_page_view,total_detail_page_view,user_total_detail_page_view_clicks,total_detail_page_view_clicks,user_total_detail_page_view_views,total_detail_page_view_views,user_total_add_to_cart,total_add_to_cart,user_total_add_to_cart_clicks,total_add_to_cart_clicks,user_total_add_to_cart_views,total_add_to_cart_views,user_purchased,product_sales,purchases,units_sold,user_total_purchased,total_purchases,total_product_sales,total_units_sold,ntb_purchased,ntb_product_sales,ntb_purchases,ntb_units_sold,ntb_total_purchased,total_ntb_purchases,total_ntb_product_sales,total_ntb_units_sold
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","[1/DSP, 2/SEARCH, 3/SEARCH BRAND STORE, 4/BRAND STORE]",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,30,35,3501,118.46581284000001,56,0,0,9,23,6,14,10,36,6,8,0,0,0,0,0,0,0,14,73,14,71,1,2,0,0,0,0,0,0,14,89,14,85,2,4,1,1,0,0,1,1,7,171.1900,11,12,7,13,210.6200,14,2,68.3200,5,5,2,5,68.3200,5
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Media Mix,Format,"","","",Media Mix per format (format in french),"","","","","","",0,0.0,0,119,129,1539,2.05006149,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Media Mix,Format,"","",[1/DSP BRAND STORE],Media Mix per format (format in french),0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1450394,0,10911603,1515.0424773199973,11418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,77,12,13,42,64,19,25,0,0,19,25,385,641,15,24,371,617,73,97,1,1,72,96,11,194.6000,11,12,34,40,1063.4500,45,5,82.5800,5,5,16,18,598.9600,21
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","[1/DSP BRAND STORE, 2/SEARCH, 3/SEARCH BRAND STORE, 4/BRAND STORE]",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,6,6,373,11.32050871,7,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,3,1,2,1,1,0,0,0,0,0,0,2,4,1,3,1,1,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","","[1/BRAND STORE, 2/SEARCH, 3/DSP]",Path to conversion per format (format in french),"","","","","","",0,0.0,0,4,4,72,0.11362099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,1,28.4700,1,1,1,1,28.4700,1,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Media Mix,Format,"","","[1/BRAND STORE, 2/SEARCH, 3/SEARCH BRAND STORE]",Media Mix per format (format in french),0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,295,331,25679,820.9400000000005,440,0,0,53,76,41,57,72,130,31,45,0,0,0,0,0,0,0,100,471,100,471,0,0,0,0,0,0,0,0,103,700,103,700,0,0,1,1,1,1,0,0,19,423.0100,22,23,23,33,685.0900,34,11,198.5500,11,11,14,16,303.7700,16
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Media Mix,Channel,"","","[1/DSP BRAND STORE, 2/SEARCH, 3/SEARCH BRAND STORE]",Media Mix per channel (levier in french),"","","","","","",0,0.0,0,9670,0,321073,540.4563982699989,832,0,0,880,1208,631,790,1449,2291,494,604,0,0,0,1,0,0,0,471,1181,435,1103,40,78,24,27,0,0,24,27,630,1816,438,1263,240,553,127,196,0,0,127,196,107,3500.4700,153,160,147,221,4770.7700,230,70,2353.1000,95,99,100,142,3203.7900,146
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Media Mix,Format,"","","[1/DSP, 2/DSP BRAND STORE, 3/SEARCH]",Media Mix per format (format in french),0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,56669,0,2510623,5121.391457930005,9982,0,0,3777,5039,2680,3368,6217,9436,2068,2538,0,0,0,2,0,0,0,7300,15480,6500,13427,1088,2053,597,777,8,11,589,766,8508,20635,6589,14818,2500,5817,1398,2066,22,42,1380,2024,1246,43514.6500,1640,1716,1772,2464,63781.0100,2601,582,22145.3500,694,715,817,1000,29472.7000,1039
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","[1/DSP BRAND STORE, 2/DSP, 3/SEARCH, 4/SEARCH BRAND STORE]",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,859,0,42113,88.46172336,141,0,0,90,109,68,79,146,210,48,58,0,0,0,0,0,0,0,92,270,71,204,34,66,15,22,0,0,15,22,127,453,71,266,76,187,34,48,1,1,33,47,22,832.6200,28,31,37,52,1499.3300,55,13,512.0600,15,16,20,26,813.1900,27
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,1,1,42,1.63317716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,54,58,358,0.5335708000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","","",Path to conversion per format (format in french),"","","","","","",0,0.0,0,3,3,110,5.36461421,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,13.1200,1,1,1,1,13.1200,1,1,13.1200,1,1,1,1,13.1200,1
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","","[1/SEARCH, 2/DSP, 3/SEARCH BRAND STORE]",Path to conversion per format (format in french),0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,20851,0,3051539,15037.830594579984,21699,0,0,6998,14577,5554,10164,9485,25847,4512,7697,0,0,0,29,0,0,0,7817,46947,7194,42674,1748,4273,903,1308,34,53,876,1255,8198,62809,7252,53660,2580,9149,1421,2575,40,73,1397,2502,2331,92656.8500,3729,3792,2793,4907,121352.5500,4990,1041,35986.9700,1375,1386,1213,1677,42798.8000,1691
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,1,1,39,4.45140076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","","",Path to conversion per format (format in french),"","","","","","",0,0.0,0,8,10,334,0.21323277000000002,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Media Mix,Format,"","","",Media Mix per format (format in french),"","","","","","",0,0.0,0,36,37,156,74.74999999999999,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.8700,1,1,1,1,19.8700,1,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Media Mix,Format,"","","[1/DSP BRAND STORE, 2/SEARCH BRAND STORE]",Media Mix per format (format in french),"","","","","","",0,0.0,0,3163,0,35780,5.948197860000007,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,4,6,12,0,0,6,12,3,6,0,0,3,6,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,31,32,508,0.10424417,31,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","[1/DSP, 2/SEARCH, 3/SEARCH BRAND STORE]",Path to conversion per channel (levier in french),0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,25061,0,2039643,9572.64470779998,13494,0,0,5295,9563,4088,6631,7538,16800,3321,5050,0,0,0,15,0,0,0,6361,29883,5430,25015,1988,4868,1181,1770,27,49,1160,1721,7237,43212,5475,31051,3460,12161,2201,3973,35,75,2178,3898,2341,85259.9000,3660,3755,3031,5162,123803.2100,5311,688,22595.3000,914,934,821,1132,28012.4100,1159
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","[1/DSP BRAND STORE, 2/DSP, 3/SEARCH BRAND STORE, 4/SEARCH]",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,252,0,8421,6.2113917200000035,9,0,0,7,11,6,8,13,22,4,6,0,0,0,0,0,0,0,4,15,4,15,0,0,0,0,0,0,0,0,7,23,4,17,3,6,2,2,0,0,2,2,2,129.5600,5,6,4,8,196.2100,9,2,109.1400,4,5,2,4,109.1400,5
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Media Mix,Channel,"","","[1/BRAND STORE, 2/DSP BRAND STORE, 3/SEARCH, 4/SEARCH BRAND STORE]",Media Mix per channel (levier in french),"","","","","","",0,0.0,0,44,44,1820,52.19529402,43,0,0,3,3,1,1,6,6,0,0,0,0,0,0,0,0,0,5,9,4,8,1,1,0,0,0,0,0,0,7,21,6,12,2,9,2,3,1,2,1,1,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,1,1,5,6.9656E-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,1,1,103,0.10599808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","","",Path to conversion per format (format in french),"","","","","","",0,0.0,0,30,0,897,0.48968979999999995,1,0,0,2,3,2,2,2,4,2,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,4,1,1,1,3,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","","",Path to conversion per format (format in french),"","","","","","",0,0.0,0,2,2,108,0.00782068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","",[1/DSP],Path to conversion per channel (levier in french),0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,3281624,0,19987716,24195.05504593001,31309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12409,14610,11348,12888,1084,1722,744,955,13,22,731,933,13399,16450,11501,13082,1926,3368,1362,1808,14,25,1348,1783,543,13855.9600,639,678,1001,1211,29296.3400,1313,32,918.2500,34,36,56,61,1778.8500,64
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Campaign Performance,Format,DSP BRAND STORE,"",[],Campaign Performance per format_channel (format),0.0,0.0,0.0,0.0,0.0,0.0,24464884,3881.6501762999706,25014,2190300,0,18811398,2976.2939605399947,19442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Place of channel,Channel,DSP,Beginner,[],Place of the channel (levier in french) in the path,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,534901,17388297,716,36030.74204051991,54753,0,0,19382,28787,14182,19618,30622,52586,11166,14780,0,0,0,35,0,0,0,31824,86799,26578,70379,7892,16420,5202,7230,103,156,5111,7074,36825,120396,26901,82355,14250,38041,9706,15683,147,253,9586,15430,8713,297156.6500,12339,12791,11870,18072,447033.7400,18830,2330,84463.2700,2901,2976,2884,3689,103754.1700,3797
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Place of channel,Format,SEARCH BRAND STORE,Beginner,[],Place of the format (format in french) in the path,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,54135,828648,204,2537.22255605,2825,0,0,2436,3149,1767,2155,3945,5706,1348,1605,0,0,0,7,0,0,0,1533,4212,1449,3977,122,235,62,79,3,4,59,75,1609,5251,1470,4760,205,491,100,141,3,4,97,137,350,10437.5400,480,491,402,578,12604.5500,591,232,6560.1000,294,302,258,331,7268.2800,339
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Place of channel,Format,SEARCH BRAND STORE,Solo,[],Place of the format (format in french) in the path,"","","","","","",0,0.0,0,67546,136650,0,16.39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,3,4,2,3,1,1,1,1,0,0,1,1,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Place of channel,Channel,SEARCH BRAND STORE,Solo,[],Place of the channel (levier in french) in the path,"","","","","","",0,0.0,0,67546,136650,0,16.39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,3,4,2,3,1,1,1,1,0,0,1,1,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,1,1,38,0.005410700000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,2,2,482,5.58576749,7,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,8,1,8,0,0,0,0,0,0,0,0,1,11,1,11,0,0,0,0,0,0,0,0,1,20.4200,1,1,1,2,37.5200,2,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","",[1/SEARCH],Path to conversion per format (format in french),0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1440602,0,13398953,32951.15,50137,0,0,67127,82714,46385,54926,115911,156125,34859,40232,0,0,0,156,0,0,0,27540,64352,27476,64229,76,123,62,78,3,3,59,75,28034,74928,27813,74426,258,502,168,228,5,5,163,223,6627,227704.3700,8726,9017,7165,10120,258889.2300,10469,4171,142230.4700,5076,5222,4524,5754,157101.6500,5934
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","","",Path to conversion per format (format in french),"","","","","","",0,0.0,0,1,1,23,3.30447682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","[1/DSP BRAND STORE, 2/SEARCH BRAND STORE, 3/SEARCH, 4/DSP]",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,191,0,6292,13.573245520000008,13,0,0,12,12,10,10,14,19,7,7,0,0,0,0,0,0,0,10,15,8,12,2,3,0,0,0,0,0,0,18,25,8,12,10,13,4,4,0,0,4,4,1,45.7400,2,2,2,4,87.6300,4,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","[1/SEARCH, 2/SEARCH BRAND STORE, 3/BRAND STORE]",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,179,199,21452,530.34,313,0,0,43,64,34,48,58,113,25,37,0,0,0,0,0,0,0,65,408,65,408,0,0,0,0,0,0,0,0,66,612,66,612,0,0,0,0,0,0,0,0,14,354.0300,17,18,15,24,544.5600,25,7,142.6900,7,7,8,10,212.7100,10
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","","[1/DSP, 2/DSP BRAND STORE, 3/SEARCH]",Path to conversion per format (format in french),0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,15186,0,717429,1055.4457458100012,2591,0,0,694,832,454,528,1293,1724,322,380,0,0,0,0,0,0,0,2095,3627,1874,3112,276,515,172,218,1,1,171,217,2427,4711,1908,3312,628,1399,392,553,4,7,389,546,262,7426.0800,321,343,395,515,12188.4400,556,108,3393.3700,126,129,163,197,4992.2700,207
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Media Mix,Format,"","","[1/BRAND STORE, 2/DSP, 3/SEARCH BRAND STORE]",Media Mix per format (format in french),"","","","","","",0,0.0,0,5,5,40,8.18575354,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","[1/DSP, 2/DSP BRAND STORE, 3/SEARCH, 4/SEARCH BRAND STORE, 5/BRAND STORE]",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,6,8,1149,26.980138189999998,29,0,0,4,5,1,2,4,7,1,2,0,0,0,0,0,0,0,4,48,4,48,0,0,0,0,0,0,0,0,4,52,4,50,1,2,0,0,0,0,0,0,1,19.1900,1,1,1,1,19.1900,1,1,19.1900,1,1,1,1,19.1900,1
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","","[1/SEARCH BRAND STORE, 2/SEARCH, 3/BRAND STORE, 4/DSP BRAND STORE]",Path to conversion per format (format in french),"","","","","","",0,0.0,0,3,3,111,4.00819455,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","","[1/SEARCH, 2/DSP BRAND STORE, 3/SEARCH BRAND STORE]",Path to conversion per format (format in french),"","","","","","",0,0.0,0,1287,0,54179,82.42256252,129,0,0,171,247,126,164,279,484,99,127,0,0,0,0,0,0,0,73,176,71,171,3,5,4,4,0,0,4,4,98,318,72,209,37,109,23,43,0,0,23,43,14,276.7100,16,17,20,32,579.8500,33,8,147.1000,9,9,14,21,370.2800,21
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","[1/DSP, 2/SEARCH BRAND STORE]",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,5013,0,60503,118.6498301900001,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,20,21,5,10,12,17,1,2,11,15,33,48,21,24,12,24,16,25,1,3,15,22,12,241.9100,14,14,16,21,399.4800,21,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","","",Path to conversion per format (format in french),"","","","","","",0,0.0,0,6,6,192,0.00927394,6,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,2,1,2,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Format,"","","",Path to conversion per format (format in french),"","","","","","",0,0.0,0,9,9,295,0.08725209,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","[1/BRAND STORE, 2/DSP BRAND STORE, 3/SEARCH BRAND STORE, 4/SEARCH]",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,2,2,24,0.00873298,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Media Mix,Channel,"","","[1/DSP, 2/SEARCH, 3/SEARCH BRAND STORE]",Media Mix per channel (levier in french),0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,88586,0,8537400,42922.43651976004,60670,0,0,21884,41140,17032,28546,30436,72540,13773,21536,0,0,0,78,0,0,0,25527,127012,23362,115062,4998,11950,2682,3895,83,135,2613,3760,27208,169959,23548,143146,7965,26813,4591,8130,100,190,4521,7940,7705,290794.6300,11982,12235,9361,15897,388743.3800,16263,3584,122740.0400,4749,4812,4153,5788,147298.2200,5869
L'OREAL,MULTI,L'OREAL HOMME PPD - Full Funnel Analysis,2025-08-11,2025-05-16,2025-06-30,Path to conversion,Channel,"","","",Path to conversion per channel (levier in french),"","","","","","",0,0.0,0,2,2,151,4.24883239,3,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0.0000,0,0,0,0,0.0000,0
